backend,batch_spec,num_layers,kv_cache_dtype,mean_time,std_time,throughput,memory_mb
FLASH_ATTN,q256,6,auto,1.2709333250919977e-05,0.0,20142677.42813882,0
FLASHINFER,q256,6,auto,2.4879999458789825e-05,0.0,10289389.291347355,0
TRITON_ATTN,q256,6,auto,1.4133332918087643e-05,0.0,18113208.079346575,0
