thread_id,warp_id,lane_id,physical_idx,m_coord,n_coord,is_valid
81,2,17,18,-1,-1,0
81,2,17,19,-1,-1,0
81,2,17,20,-1,-1,0
81,2,17,21,-1,-1,0
81,2,17,22,-1,-1,0
81,2,17,23,-1,-1,0
81,2,17,24,-1,-1,0
81,2,17,25,-1,-1,0
81,2,17,26,-1,-1,0
81,2,17,27,-1,-1,0
81,2,17,28,-1,-1,0
81,2,17,29,-1,-1,0
81,2,17,30,-1,-1,0
81,2,17,31,-1,-1,0
82,2,18,0,36,4,1
82,2,18,1,36,12,1
82,2,18,2,100,4,1
82,2,18,3,100,12,1
82,2,18,4,36,5,1
82,2,18,5,36,13,1
82,2,18,6,100,5,1
82,2,18,7,100,13,1
82,2,18,8,44,4,1
82,2,18,9,44,12,1
82,2,18,10,108,4,1
82,2,18,11,108,12,1
82,2,18,12,44,5,1
82,2,18,13,44,13,1
82,2,18,14,108,5,1
82,2,18,15,108,13,1
82,2,18,16,-1,-1,0
82,2,18,17,-1,-1,0
82,2,18,18,-1,-1,0
82,2,18,19,-1,-1,0
82,2,18,20,-1,-1,0
82,2,18,21,-1,-1,0
82,2,18,22,-1,-1,0
82,2,18,23,-1,-1,0
82,2,18,24,-1,-1,0
82,2,18,25,-1,-1,0
82,2,18,26,-1,-1,0
82,2,18,27,-1,-1,0
82,2,18,28,-1,-1,0
82,2,18,29,-1,-1,0
82,2,18,30,-1,-1,0
82,2,18,31,-1,-1,0
83,2,19,0,36,6,1
83,2,19,1,36,14,1
83,2,19,2,100,6,1
83,2,19,3,100,14,1
83,2,19,4,36,7,1
83,2,19,5,36,15,1
83,2,19,6,100,7,1
83,2,19,7,100,15,1
83,2,19,8,44,6,1
83,2,19,9,44,14,1
83,2,19,10,108,6,1
83,2,19,11,108,14,1
83,2,19,12,44,7,1
83,2,19,13,44,15,1
83,2,19,14,108,7,1
83,2,19,15,108,15,1
83,2,19,16,-1,-1,0
83,2,19,17,-1,-1,0
83,2,19,18,-1,-1,0
83,2,19,19,-1,-1,0
83,2,19,20,-1,-1,0
83,2,19,21,-1,-1,0
83,2,19,22,-1,-1,0
83,2,19,23,-1,-1,0
83,2,19,24,-1,-1,0
83,2,19,25,-1,-1,0
83,2,19,26,-1,-1,0
83,2,19,27,-1,-1,0
83,2,19,28,-1,-1,0
83,2,19,29,-1,-1,0
83,2,19,30,-1,-1,0
83,2,19,31,-1,-1,0
84,2,20,0,37,0,1
84,2,20,1,37,8,1
84,2,20,2,101,0,1
84,2,20,3,101,8,1
84,2,20,4,37,1,1
84,2,20,5,37,9,1
84,2,20,6,101,1,1
84,2,20,7,101,9,1
84,2,20,8,45,0,1
84,2,20,9,45,8,1
84,2,20,10,109,0,1
84,2,20,11,109,8,1
84,2,20,12,45,1,1
84,2,20,13,45,9,1
84,2,20,14,109,1,1
84,2,20,15,109,9,1
84,2,20,16,-1,-1,0
84,2,20,17,-1,-1,0
84,2,20,18,-1,-1,0
84,2,20,19,-1,-1,0
84,2,20,20,-1,-1,0
84,2,20,21,-1,-1,0
84,2,20,22,-1,-1,0
84,2,20,23,-1,-1,0
84,2,20,24,-1,-1,0
84,2,20,25,-1,-1,0
84,2,20,26,-1,-1,0
84,2,20,27,-1,-1,0
84,2,20,28,-1,-1,0
84,2,20,29,-1,-1,0
84,2,20,30,-1,-1,0
84,2,20,31,-1,-1,0
85,2,21,0,37,2,1
85,2,21,1,37,10,1
85,2,21,2,101,2,1
85,2,21,3,101,10,1
85,2,21,4,37,3,1
85,2,21,5,37,11,1
85,2,21,6,101,3,1
85,2,21,7,101,11,1
85,2,21,8,45,2,1
85,2,21,9,45,10,1
85,2,21,10,109,2,1
85,2,21,11,109,10,1
85,2,21,12,45,3,1
85,2,21,13,45,11,1
85,2,21,14,109,3,1
85,2,21,15,109,11,1
85,2,21,16,-1,-1,0
85,2,21,17,-1,-1,0
85,2,21,18,-1,-1,0
85,2,21,19,-1,-1,0
85,2,21,20,-1,-1,0
85,2,21,21,-1,-1,0
85,2,21,22,-1,-1,0
85,2,21,23,-1,-1,0
85,2,21,24,-1,-1,0
85,2,21,25,-1,-1,0
85,2,21,26,-1,-1,0
85,2,21,27,-1,-1,0
85,2,21,28,-1,-1,0
85,2,21,29,-1,-1,0
85,2,21,30,-1,-1,0
85,2,21,31,-1,-1,0
86,2,22,0,37,4,1
86,2,22,1,37,12,1
86,2,22,2,101,4,1
86,2,22,3,101,12,1
86,2,22,4,37,5,1
86,2,22,5,37,13,1
86,2,22,6,101,5,1
86,2,22,7,101,13,1
86,2,22,8,45,4,1
86,2,22,9,45,12,1
86,2,22,10,109,4,1
86,2,22,11,109,12,1
86,2,22,12,45,5,1
86,2,22,13,45,13,1
86,2,22,14,109,5,1
86,2,22,15,109,13,1
86,2,22,16,-1,-1,0
86,2,22,17,-1,-1,0
86,2,22,18,-1,-1,0
86,2,22,19,-1,-1,0
86,2,22,20,-1,-1,0
86,2,22,21,-1,-1,0
86,2,22,22,-1,-1,0
86,2,22,23,-1,-1,0
86,2,22,24,-1,-1,0
86,2,22,25,-1,-1,0
86,2,22,26,-1,-1,0
86,2,22,27,-1,-1,0
86,2,22,28,-1,-1,0
86,2,22,29,-1,-1,0
86,2,22,30,-1,-1,0
86,2,22,31,-1,-1,0
87,2,23,0,37,6,1
87,2,23,1,37,14,1
87,2,23,2,101,6,1
87,2,23,3,101,14,1
87,2,23,4,37,7,1
87,2,23,5,37,15,1
87,2,23,6,101,7,1
87,2,23,7,101,15,1
87,2,23,8,45,6,1
87,2,23,9,45,14,1
87,2,23,10,109,6,1
87,2,23,11,109,14,1
87,2,23,12,45,7,1
87,2,23,13,45,15,1
87,2,23,14,109,7,1
87,2,23,15,109,15,1
87,2,23,16,-1,-1,0
87,2,23,17,-1,-1,0
87,2,23,18,-1,-1,0
87,2,23,19,-1,-1,0
87,2,23,20,-1,-1,0
87,2,23,21,-1,-1,0
87,2,23,22,-1,-1,0
87,2,23,23,-1,-1,0
87,2,23,24,-1,-1,0
87,2,23,25,-1,-1,0
87,2,23,26,-1,-1,0
87,2,23,27,-1,-1,0
87,2,23,28,-1,-1,0
87,2,23,29,-1,-1,0
87,2,23,30,-1,-1,0
87,2,23,31,-1,-1,0
88,2,24,0,38,0,1
88,2,24,1,38,8,1
88,2,24,2,102,0,1
88,2,24,3,102,8,1
88,2,24,4,38,1,1
88,2,24,5,38,9,1
88,2,24,6,102,1,1
88,2,24,7,102,9,1
88,2,24,8,46,0,1
88,2,24,9,46,8,1
88,2,24,10,110,0,1
88,2,24,11,110,8,1
88,2,24,12,46,1,1
88,2,24,13,46,9,1
88,2,24,14,110,1,1
88,2,24,15,110,9,1
88,2,24,16,-1,-1,0
88,2,24,17,-1,-1,0
88,2,24,18,-1,-1,0
88,2,24,19,-1,-1,0
88,2,24,20,-1,-1,0
88,2,24,21,-1,-1,0
88,2,24,22,-1,-1,0
88,2,24,23,-1,-1,0
88,2,24,24,-1,-1,0
88,2,24,25,-1,-1,0
88,2,24,26,-1,-1,0
88,2,24,27,-1,-1,0
88,2,24,28,-1,-1,0
88,2,24,29,-1,-1,0
88,2,24,30,-1,-1,0
88,2,24,31,-1,-1,0
89,2,25,0,38,2,1
89,2,25,1,38,10,1
89,2,25,2,102,2,1
89,2,25,3,102,10,1
89,2,25,4,38,3,1
89,2,25,5,38,11,1
89,2,25,6,102,3,1
89,2,25,7,102,11,1
89,2,25,8,46,2,1
89,2,25,9,46,10,1
89,2,25,10,110,2,1
89,2,25,11,110,10,1
89,2,25,12,46,3,1
89,2,25,13,46,11,1
89,2,25,14,110,3,1
89,2,25,15,110,11,1
89,2,25,16,-1,-1,0
89,2,25,17,-1,-1,0
89,2,25,18,-1,-1,0
89,2,25,19,-1,-1,0
89,2,25,20,-1,-1,0
89,2,25,21,-1,-1,0
89,2,25,22,-1,-1,0
89,2,25,23,-1,-1,0
89,2,25,24,-1,-1,0
89,2,25,25,-1,-1,0
89,2,25,26,-1,-1,0
89,2,25,27,-1,-1,0
89,2,25,28,-1,-1,0
89,2,25,29,-1,-1,0
89,2,25,30,-1,-1,0
89,2,25,31,-1,-1,0
90,2,26,0,38,4,1
90,2,26,1,38,12,1
90,2,26,2,102,4,1
90,2,26,3,102,12,1
90,2,26,4,38,5,1
90,2,26,5,38,13,1
90,2,26,6,102,5,1
90,2,26,7,102,13,1
90,2,26,8,46,4,1
90,2,26,9,46,12,1
90,2,26,10,110,4,1
90,2,26,11,110,12,1
90,2,26,12,46,5,1
90,2,26,13,46,13,1
90,2,26,14,110,5,1
90,2,26,15,110,13,1
90,2,26,16,-1,-1,0
90,2,26,17,-1,-1,0
90,2,26,18,-1,-1,0
90,2,26,19,-1,-1,0
90,2,26,20,-1,-1,0
90,2,26,21,-1,-1,0
90,2,26,22,-1,-1,0
90,2,26,23,-1,-1,0
90,2,26,24,-1,-1,0
90,2,26,25,-1,-1,0
90,2,26,26,-1,-1,0
90,2,26,27,-1,-1,0
90,2,26,28,-1,-1,0
90,2,26,29,-1,-1,0
90,2,26,30,-1,-1,0
90,2,26,31,-1,-1,0
91,2,27,0,38,6,1
91,2,27,1,38,14,1
91,2,27,2,102,6,1
91,2,27,3,102,14,1
91,2,27,4,38,7,1
91,2,27,5,38,15,1
91,2,27,6,102,7,1
91,2,27,7,102,15,1
91,2,27,8,46,6,1
91,2,27,9,46,14,1
91,2,27,10,110,6,1
91,2,27,11,110,14,1
91,2,27,12,46,7,1
91,2,27,13,46,15,1
91,2,27,14,110,7,1
91,2,27,15,110,15,1
91,2,27,16,-1,-1,0
91,2,27,17,-1,-1,0
91,2,27,18,-1,-1,0
91,2,27,19,-1,-1,0
91,2,27,20,-1,-1,0
91,2,27,21,-1,-1,0
91,2,27,22,-1,-1,0
91,2,27,23,-1,-1,0
91,2,27,24,-1,-1,0
91,2,27,25,-1,-1,0
91,2,27,26,-1,-1,0
91,2,27,27,-1,-1,0
91,2,27,28,-1,-1,0
91,2,27,29,-1,-1,0
91,2,27,30,-1,-1,0
91,2,27,31,-1,-1,0
92,2,28,0,39,0,1
92,2,28,1,39,8,1
92,2,28,2,103,0,1
92,2,28,3,103,8,1
92,2,28,4,39,1,1
92,2,28,5,39,9,1
92,2,28,6,103,1,1
92,2,28,7,103,9,1
92,2,28,8,47,0,1
92,2,28,9,47,8,1
92,2,28,10,111,0,1
92,2,28,11,111,8,1
92,2,28,12,47,1,1
92,2,28,13,47,9,1
92,2,28,14,111,1,1
92,2,28,15,111,9,1
92,2,28,16,-1,-1,0
92,2,28,17,-1,-1,0
92,2,28,18,-1,-1,0
92,2,28,19,-1,-1,0
92,2,28,20,-1,-1,0
92,2,28,21,-1,-1,0
92,2,28,22,-1,-1,0
92,2,28,23,-1,-1,0
92,2,28,24,-1,-1,0
92,2,28,25,-1,-1,0
92,2,28,26,-1,-1,0
92,2,28,27,-1,-1,0
92,2,28,28,-1,-1,0
92,2,28,29,-1,-1,0
92,2,28,30,-1,-1,0
92,2,28,31,-1,-1,0
93,2,29,0,39,2,1
93,2,29,1,39,10,1
93,2,29,2,103,2,1
93,2,29,3,103,10,1
93,2,29,4,39,3,1
93,2,29,5,39,11,1
93,2,29,6,103,3,1
93,2,29,7,103,11,1
93,2,29,8,47,2,1
93,2,29,9,47,10,1
93,2,29,10,111,2,1
93,2,29,11,111,10,1
93,2,29,12,47,3,1
93,2,29,13,47,11,1
93,2,29,14,111,3,1
93,2,29,15,111,11,1
93,2,29,16,-1,-1,0
93,2,29,17,-1,-1,0
93,2,29,18,-1,-1,0
93,2,29,19,-1,-1,0
93,2,29,20,-1,-1,0
93,2,29,21,-1,-1,0
93,2,29,22,-1,-1,0
93,2,29,23,-1,-1,0
93,2,29,24,-1,-1,0
93,2,29,25,-1,-1,0
93,2,29,26,-1,-1,0
93,2,29,27,-1,-1,0
93,2,29,28,-1,-1,0
93,2,29,29,-1,-1,0
93,2,29,30,-1,-1,0
93,2,29,31,-1,-1,0
94,2,30,0,39,4,1
94,2,30,1,39,12,1
94,2,30,2,103,4,1
94,2,30,3,103,12,1
94,2,30,4,39,5,1
94,2,30,5,39,13,1
94,2,30,6,103,5,1
94,2,30,7,103,13,1
94,2,30,8,47,4,1
94,2,30,9,47,12,1
94,2,30,10,111,4,1
94,2,30,11,111,12,1
94,2,30,12,47,5,1
94,2,30,13,47,13,1
94,2,30,14,111,5,1
94,2,30,15,111,13,1
94,2,30,16,-1,-1,0
94,2,30,17,-1,-1,0
94,2,30,18,-1,-1,0
94,2,30,19,-1,-1,0
94,2,30,20,-1,-1,0
94,2,30,21,-1,-1,0
94,2,30,22,-1,-1,0
94,2,30,23,-1,-1,0
94,2,30,24,-1,-1,0
94,2,30,25,-1,-1,0
94,2,30,26,-1,-1,0
94,2,30,27,-1,-1,0
94,2,30,28,-1,-1,0
94,2,30,29,-1,-1,0
94,2,30,30,-1,-1,0
94,2,30,31,-1,-1,0
95,2,31,0,39,6,1
95,2,31,1,39,14,1
95,2,31,2,103,6,1
95,2,31,3,103,14,1
95,2,31,4,39,7,1
95,2,31,5,39,15,1
95,2,31,6,103,7,1
95,2,31,7,103,15,1
95,2,31,8,47,6,1
95,2,31,9,47,14,1
95,2,31,10,111,6,1
95,2,31,11,111,14,1
95,2,31,12,47,7,1
95,2,31,13,47,15,1
95,2,31,14,111,7,1
95,2,31,15,111,15,1
95,2,31,16,-1,-1,0
95,2,31,17,-1,-1,0
95,2,31,18,-1,-1,0
95,2,31,19,-1,-1,0
95,2,31,20,-1,-1,0
95,2,31,21,-1,-1,0
95,2,31,22,-1,-1,0
95,2,31,23,-1,-1,0
95,2,31,24,-1,-1,0
95,2,31,25,-1,-1,0
95,2,31,26,-1,-1,0
95,2,31,27,-1,-1,0
95,2,31,28,-1,-1,0
95,2,31,29,-1,-1,0
95,2,31,30,-1,-1,0
95,2,31,31,-1,-1,0
96,3,0,0,48,0,1
96,3,0,1,48,8,1
96,3,0,2,112,0,1
96,3,0,3,112,8,1
96,3,0,4,48,1,1
96,3,0,5,48,9,1
96,3,0,6,112,1,1
96,3,0,7,112,9,1
96,3,0,8,56,0,1
96,3,0,9,56,8,1
96,3,0,10,120,0,1
96,3,0,11,120,8,1
96,3,0,12,56,1,1
96,3,0,13,56,9,1
96,3,0,14,120,1,1
96,3,0,15,120,9,1
96,3,0,16,-1,-1,0
96,3,0,17,-1,-1,0
96,3,0,18,-1,-1,0
96,3,0,19,-1,-1,0
96,3,0,20,-1,-1,0
96,3,0,21,-1,-1,0
96,3,0,22,-1,-1,0
96,3,0,23,-1,-1,0
96,3,0,24,-1,-1,0
96,3,0,25,-1,-1,0
96,3,0,26,-1,-1,0
96,3,0,27,-1,-1,0
96,3,0,28,-1,-1,0
96,3,0,29,-1,-1,0
96,3,0,30,-1,-1,0
96,3,0,31,-1,-1,0
97,3,1,0,48,2,1
97,3,1,1,48,10,1
97,3,1,2,112,2,1
97,3,1,3,112,10,1
97,3,1,4,48,3,1
97,3,1,5,48,11,1
97,3,1,6,112,3,1
97,3,1,7,112,11,1
97,3,1,8,56,2,1
97,3,1,9,56,10,1
97,3,1,10,120,2,1
97,3,1,11,120,10,1
97,3,1,12,56,3,1
97,3,1,13,56,11,1
97,3,1,14,120,3,1
97,3,1,15,120,11,1
97,3,1,16,-1,-1,0
97,3,1,17,-1,-1,0
97,3,1,18,-1,-1,0
97,3,1,19,-1,-1,0
97,3,1,20,-1,-1,0
97,3,1,21,-1,-1,0
97,3,1,22,-1,-1,0
97,3,1,23,-1,-1,0
97,3,1,24,-1,-1,0
97,3,1,25,-1,-1,0
97,3,1,26,-1,-1,0
97,3,1,27,-1,-1,0
97,3,1,28,-1,-1,0
97,3,1,29,-1,-1,0
97,3,1,30,-1,-1,0
97,3,1,31,-1,-1,0
98,3,2,0,48,4,1
98,3,2,1,48,12,1
98,3,2,2,112,4,1
98,3,2,3,112,12,1
98,3,2,4,48,5,1
98,3,2,5,48,13,1
98,3,2,6,112,5,1
98,3,2,7,112,13,1
98,3,2,8,56,4,1
98,3,2,9,56,12,1
98,3,2,10,120,4,1
98,3,2,11,120,12,1
98,3,2,12,56,5,1
98,3,2,13,56,13,1
98,3,2,14,120,5,1
98,3,2,15,120,13,1
98,3,2,16,-1,-1,0
98,3,2,17,-1,-1,0
98,3,2,18,-1,-1,0
98,3,2,19,-1,-1,0
98,3,2,20,-1,-1,0
98,3,2,21,-1,-1,0
98,3,2,22,-1,-1,0
98,3,2,23,-1,-1,0
98,3,2,24,-1,-1,0
98,3,2,25,-1,-1,0
98,3,2,26,-1,-1,0
98,3,2,27,-1,-1,0
98,3,2,28,-1,-1,0
98,3,2,29,-1,-1,0
98,3,2,30,-1,-1,0
98,3,2,31,-1,-1,0
99,3,3,0,48,6,1
99,3,3,1,48,14,1
99,3,3,2,112,6,1
99,3,3,3,112,14,1
99,3,3,4,48,7,1
99,3,3,5,48,15,1
99,3,3,6,112,7,1
99,3,3,7,112,15,1
99,3,3,8,56,6,1
99,3,3,9,56,14,1
99,3,3,10,120,6,1
99,3,3,11,120,14,1
99,3,3,12,56,7,1
99,3,3,13,56,15,1
99,3,3,14,120,7,1
99,3,3,15,120,15,1
99,3,3,16,-1,-1,0
99,3,3,17,-1,-1,0
99,3,3,18,-1,-1,0
99,3,3,19,-1,-1,0
99,3,3,20,-1,-1,0
99,3,3,21,-1,-1,0
99,3,3,22,-1,-1,0
99,3,3,23,-1,-1,0
99,3,3,24,-1,-1,0
99,3,3,25,-1,-1,0
99,3,3,26,-1,-1,0
99,3,3,27,-1,-1,0
99,3,3,28,-1,-1,0
99,3,3,29,-1,-1,0
99,3,3,30,-1,-1,0
99,3,3,31,-1,-1,0
100,3,4,0,49,0,1
100,3,4,1,49,8,1
100,3,4,2,113,0,1
100,3,4,3,113,8,1
100,3,4,4,49,1,1
100,3,4,5,49,9,1
100,3,4,6,113,1,1
100,3,4,7,113,9,1
100,3,4,8,57,0,1
100,3,4,9,57,8,1
100,3,4,10,121,0,1
100,3,4,11,121,8,1
100,3,4,12,57,1,1
100,3,4,13,57,9,1
100,3,4,14,121,1,1
100,3,4,15,121,9,1
100,3,4,16,-1,-1,0
100,3,4,17,-1,-1,0
100,3,4,18,-1,-1,0
100,3,4,19,-1,-1,0
100,3,4,20,-1,-1,0
100,3,4,21,-1,-1,0
100,3,4,22,-1,-1,0
100,3,4,23,-1,-1,0
100,3,4,24,-1,-1,0
100,3,4,25,-1,-1,0
100,3,4,26,-1,-1,0
100,3,4,27,-1,-1,0
100,3,4,28,-1,-1,0
100,3,4,29,-1,-1,0
100,3,4,30,-1,-1,0
100,3,4,31,-1,-1,0
101,3,5,0,49,2,1
101,3,5,1,49,10,1
101,3,5,2,113,2,1
101,3,5,3,113,10,1
101,3,5,4,49,3,1
101,3,5,5,49,11,1
101,3,5,6,113,3,1
101,3,5,7,113,11,1
101,3,5,8,57,2,1
101,3,5,9,57,10,1
101,3,5,10,121,2,1
101,3,5,11,121,10,1
101,3,5,12,57,3,1
101,3,5,13,57,11,1
101,3,5,14,121,3,1
101,3,5,15,121,11,1
101,3,5,16,-1,-1,0
101,3,5,17,-1,-1,0
101,3,5,18,-1,-1,0
101,3,5,19,-1,-1,0
101,3,5,20,-1,-1,0
101,3,5,21,-1,-1,0
101,3,5,22,-1,-1,0
101,3,5,23,-1,-1,0
101,3,5,24,-1,-1,0
101,3,5,25,-1,-1,0
101,3,5,26,-1,-1,0
101,3,5,27,-1,-1,0
101,3,5,28,-1,-1,0
101,3,5,29,-1,-1,0
101,3,5,30,-1,-1,0
101,3,5,31,-1,-1,0
102,3,6,0,49,4,1
102,3,6,1,49,12,1
102,3,6,2,113,4,1
102,3,6,3,113,12,1
102,3,6,4,49,5,1
102,3,6,5,49,13,1
102,3,6,6,113,5,1
102,3,6,7,113,13,1
102,3,6,8,57,4,1
102,3,6,9,57,12,1
102,3,6,10,121,4,1
102,3,6,11,121,12,1
102,3,6,12,57,5,1
102,3,6,13,57,13,1
102,3,6,14,121,5,1
102,3,6,15,121,13,1
102,3,6,16,-1,-1,0
102,3,6,17,-1,-1,0
102,3,6,18,-1,-1,0
102,3,6,19,-1,-1,0
102,3,6,20,-1,-1,0
102,3,6,21,-1,-1,0
102,3,6,22,-1,-1,0
102,3,6,23,-1,-1,0
102,3,6,24,-1,-1,0
102,3,6,25,-1,-1,0
102,3,6,26,-1,-1,0
102,3,6,27,-1,-1,0
102,3,6,28,-1,-1,0
102,3,6,29,-1,-1,0
102,3,6,30,-1,-1,0
102,3,6,31,-1,-1,0
103,3,7,0,49,6,1
103,3,7,1,49,14,1
103,3,7,2,113,6,1
103,3,7,3,113,14,1
103,3,7,4,49,7,1
103,3,7,5,49,15,1
103,3,7,6,113,7,1
103,3,7,7,113,15,1
103,3,7,8,57,6,1
103,3,7,9,57,14,1
103,3,7,10,121,6,1
103,3,7,11,121,14,1
103,3,7,12,57,7,1
103,3,7,13,57,15,1
103,3,7,14,121,7,1
103,3,7,15,121,15,1
103,3,7,16,-1,-1,0
103,3,7,17,-1,-1,0
103,3,7,18,-1,-1,0
103,3,7,19,-1,-1,0
103,3,7,20,-1,-1,0
103,3,7,21,-1,-1,0
103,3,7,22,-1,-1,0
103,3,7,23,-1,-1,0
103,3,7,24,-1,-1,0
103,3,7,25,-1,-1,0
103,3,7,26,-1,-1,0
103,3,7,27,-1,-1,0
103,3,7,28,-1,-1,0
103,3,7,29,-1,-1,0
103,3,7,30,-1,-1,0
103,3,7,31,-1,-1,0
104,3,8,0,50,0,1
104,3,8,1,50,8,1
104,3,8,2,114,0,1
104,3,8,3,114,8,1
104,3,8,4,50,1,1
104,3,8,5,50,9,1
104,3,8,6,114,1,1
104,3,8,7,114,9,1
104,3,8,8,58,0,1
104,3,8,9,58,8,1
104,3,8,10,122,0,1
104,3,8,11,122,8,1
104,3,8,12,58,1,1
104,3,8,13,58,9,1
104,3,8,14,122,1,1
104,3,8,15,122,9,1
104,3,8,16,-1,-1,0
104,3,8,17,-1,-1,0
104,3,8,18,-1,-1,0
104,3,8,19,-1,-1,0
104,3,8,20,-1,-1,0
104,3,8,21,-1,-1,0
104,3,8,22,-1,-1,0
104,3,8,23,-1,-1,0
104,3,8,24,-1,-1,0
104,3,8,25,-1,-1,0
104,3,8,26,-1,-1,0
104,3,8,27,-1,-1,0
104,3,8,28,-1,-1,0
104,3,8,29,-1,-1,0
104,3,8,30,-1,-1,0
104,3,8,31,-1,-1,0
105,3,9,0,50,2,1
105,3,9,1,50,10,1
105,3,9,2,114,2,1
105,3,9,3,114,10,1
105,3,9,4,50,3,1
105,3,9,5,50,11,1
105,3,9,6,114,3,1
105,3,9,7,114,11,1
105,3,9,8,58,2,1
105,3,9,9,58,10,1
105,3,9,10,122,2,1
105,3,9,11,122,10,1
105,3,9,12,58,3,1
105,3,9,13,58,11,1
105,3,9,14,122,3,1
105,3,9,15,122,11,1
105,3,9,16,-1,-1,0
105,3,9,17,-1,-1,0
105,3,9,18,-1,-1,0
105,3,9,19,-1,-1,0
105,3,9,20,-1,-1,0
105,3,9,21,-1,-1,0
105,3,9,22,-1,-1,0
105,3,9,23,-1,-1,0
105,3,9,24,-1,-1,0
105,3,9,25,-1,-1,0
105,3,9,26,-1,-1,0
105,3,9,27,-1,-1,0
105,3,9,28,-1,-1,0
105,3,9,29,-1,-1,0
105,3,9,30,-1,-1,0
105,3,9,31,-1,-1,0
106,3,10,0,50,4,1
106,3,10,1,50,12,1
106,3,10,2,114,4,1
106,3,10,3,114,12,1
106,3,10,4,50,5,1
106,3,10,5,50,13,1
106,3,10,6,114,5,1
106,3,10,7,114,13,1
106,3,10,8,58,4,1
106,3,10,9,58,12,1
106,3,10,10,122,4,1
106,3,10,11,122,12,1
106,3,10,12,58,5,1
106,3,10,13,58,13,1
106,3,10,14,122,5,1
106,3,10,15,122,13,1
106,3,10,16,-1,-1,0
106,3,10,17,-1,-1,0
106,3,10,18,-1,-1,0
106,3,10,19,-1,-1,0
106,3,10,20,-1,-1,0
106,3,10,21,-1,-1,0
106,3,10,22,-1,-1,0
106,3,10,23,-1,-1,0
106,3,10,24,-1,-1,0
106,3,10,25,-1,-1,0
106,3,10,26,-1,-1,0
106,3,10,27,-1,-1,0
106,3,10,28,-1,-1,0
106,3,10,29,-1,-1,0
106,3,10,30,-1,-1,0
106,3,10,31,-1,-1,0
107,3,11,0,50,6,1
107,3,11,1,50,14,1
107,3,11,2,114,6,1
107,3,11,3,114,14,1
107,3,11,4,50,7,1
107,3,11,5,50,15,1
107,3,11,6,114,7,1
107,3,11,7,114,15,1
107,3,11,8,58,6,1
107,3,11,9,58,14,1
107,3,11,10,122,6,1
107,3,11,11,122,14,1
107,3,11,12,58,7,1
107,3,11,13,58,15,1
107,3,11,14,122,7,1
107,3,11,15,122,15,1
107,3,11,16,-1,-1,0
107,3,11,17,-1,-1,0
107,3,11,18,-1,-1,0
107,3,11,19,-1,-1,0
107,3,11,20,-1,-1,0
107,3,11,21,-1,-1,0
107,3,11,22,-1,-1,0
107,3,11,23,-1,-1,0
107,3,11,24,-1,-1,0
107,3,11,25,-1,-1,0
107,3,11,26,-1,-1,0
107,3,11,27,-1,-1,0
107,3,11,28,-1,-1,0
107,3,11,29,-1,-1,0
107,3,11,30,-1,-1,0
107,3,11,31,-1,-1,0
108,3,12,0,51,0,1
108,3,12,1,51,8,1
108,3,12,2,115,0,1
108,3,12,3,115,8,1
108,3,12,4,51,1,1
108,3,12,5,51,9,1
108,3,12,6,115,1,1
108,3,12,7,115,9,1
108,3,12,8,59,0,1
108,3,12,9,59,8,1
108,3,12,10,123,0,1
108,3,12,11,123,8,1
108,3,12,12,59,1,1
108,3,12,13,59,9,1
108,3,12,14,123,1,1
108,3,12,15,123,9,1
108,3,12,16,-1,-1,0
108,3,12,17,-1,-1,0
108,3,12,18,-1,-1,0
108,3,12,19,-1,-1,0
108,3,12,20,-1,-1,0
108,3,12,21,-1,-1,0
108,3,12,22,-1,-1,0
108,3,12,23,-1,-1,0
108,3,12,24,-1,-1,0
108,3,12,25,-1,-1,0
108,3,12,26,-1,-1,0
108,3,12,27,-1,-1,0
108,3,12,28,-1,-1,0
108,3,12,29,-1,-1,0
108,3,12,30,-1,-1,0
108,3,12,31,-1,-1,0
109,3,13,0,51,2,1
109,3,13,1,51,10,1
109,3,13,2,115,2,1
109,3,13,3,115,10,1
109,3,13,4,51,3,1
109,3,13,5,51,11,1
109,3,13,6,115,3,1
109,3,13,7,115,11,1
109,3,13,8,59,2,1
109,3,13,9,59,10,1
109,3,13,10,123,2,1
109,3,13,11,123,10,1
109,3,13,12,59,3,1
109,3,13,13,59,11,1
109,3,13,14,123,3,1
109,3,13,15,123,11,1
109,3,13,16,-1,-1,0
109,3,13,17,-1,-1,0
109,3,13,18,-1,-1,0
109,3,13,19,-1,-1,0
109,3,13,20,-1,-1,0
109,3,13,21,-1,-1,0
109,3,13,22,-1,-1,0
109,3,13,23,-1,-1,0
109,3,13,24,-1,-1,0
109,3,13,25,-1,-1,0
109,3,13,26,-1,-1,0
109,3,13,27,-1,-1,0
109,3,13,28,-1,-1,0
109,3,13,29,-1,-1,0
109,3,13,30,-1,-1,0
109,3,13,31,-1,-1,0
110,3,14,0,51,4,1
110,3,14,1,51,12,1
110,3,14,2,115,4,1
110,3,14,3,115,12,1
110,3,14,4,51,5,1
110,3,14,5,51,13,1
110,3,14,6,115,5,1
110,3,14,7,115,13,1
110,3,14,8,59,4,1
110,3,14,9,59,12,1
110,3,14,10,123,4,1
110,3,14,11,123,12,1
110,3,14,12,59,5,1
110,3,14,13,59,13,1
110,3,14,14,123,5,1
110,3,14,15,123,13,1
110,3,14,16,-1,-1,0
110,3,14,17,-1,-1,0
110,3,14,18,-1,-1,0
110,3,14,19,-1,-1,0
